개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
김천부항댐산내들오토캠핑장,오토캠핑장,캠핑장,없음,0:00,0:00,0:00,0:00,Y,"52","96000",온수샤워장 해먹걸이 다목적 체육시설 등,인터넷 예약,http://sannaedeul.gc.go.kr/,경상북도 김천시 지례면 부항로 81-43 (도곡리),,김천시,054-431-2011,35.977385,128.013719,2020/03/20,"5060000",경상북도 김천시
중산 풋살구장,중산 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 산업로 1643,울산광역시 북구 중산동 789-2,울산광역시 북구 시설관리공단,052-255-5546,35.65937395,129.338878,2020/01/02,B554046,울산광역시북구시설관리공단
효문운동장,효문운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 연암18길 14,울산광역시 북구 연암동 261-44,울산광역시 북구 시설관리공단,052-255-5546,35.58760538,129.3714244,2020/01/02,B554046,울산광역시북구시설관리공단
염포운동장,염포운동장,축구장,"설날, 추석, 신정",7:00,18:00,7:00,18:00,Y,,,,온라인접수,,울산광역시 북구 중리8길 18-26,울산광역시 북구 염포동 377-1,울산광역시 북구 시설관리공단,052-255-5546,35.53144789,129.3958766,2020/01/02,B554046,울산광역시북구시설관리공단
거제스포츠파크 제1축구장,거제스포츠파크,축구장,무휴,5:00,23:00,5:00,23:00,Y,"500","14964","조명타워(560/300lux), 관람석312석",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0301.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2021/02/09,"5370000",경상남도 거제시
거제스포츠파크 제2축구장,거제스포츠파크,축구장,무휴,5:00,23:00,5:00,23:00,Y,"500","14964","조명타워(560/300lux), 관람석312석",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0702.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2021/02/09,"5370000",경상남도 거제시
스포츠파크 테니스장,거제스포츠파크,테니스장,무휴,5:00,23:00,5:00,23:00,Y,"150","2376",조명타워(850lux),인터넷,http://www.geojesp.co.kr/_sub02/img/img_1102.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2021/02/09,"5370000",경상남도 거제시
신트리공원 배드민턴장,신트리공원,배드맨턴장,연중무휴,0:00,0:00,0:00,0:00,N,,"58595",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부평동 891,인천광역시 부평구청,032-509-6443,37.506581,126.723639,2021/03/25,"3540000",인천광역시 부평구
굴포공원 배드민턴장,굴포공원,배드맨턴장,연중무휴,0:00,0:00,0:00,0:00,N,,"20529",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 갈산동 372-2,인천광역시 부평구청,032-509-6443,37.509214,126.724375,2021/03/25,"3540000",인천광역시 부평구
부개공원 배드민턴장,부개공원,배드맨턴장,연중무휴,0:00,0:00,0:00,0:00,N,,"10986",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 497-2,인천광역시 부평구청,032-509-6443,37.506048,126.741171,2021/03/25,"3540000",인천광역시 부평구
농소운동장,농소운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 호계로180길14,울산광역시 북구 창평동 391-1,울산광역시 북구 시설관리공단,052-255-5546,35.62177627,129.358776,2020/01/02,B554046,울산광역시북구시설관리공단
달천운동장,달천운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 농서로 301,울산광역시 북구 달천동 75-1,울산광역시 북구 시설관리공단,052-255-5546,35.62967524,129.3213867,2020/01/02,B554046,울산광역시북구시설관리공단
명촌 풋살구장,명촌 풋살구장,풋살경기장,"설날, 추석, 신정",9:00,18:00,9:00,18:00,Y,,,,온라인접수,,울산광역시 북구 명촌12길 11,울산광역시 북구 명촌동 682-2,울산광역시 북구 시설관리공단,052-255-5546,35.55514051,129.3553525,2020/01/02,B554046,울산광역시북구시설관리공단
상안 풋살구장,상안 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 신답1길9,울산광역시 북구 상안동 352,울산광역시 북구 시설관리공단,052-255-5546,35.62814475,129.3443864,2020/01/02,B554046,울산광역시북구시설관리공단
서부권스포츠센터,서부권스포츠센터,다목적경기장,"매월 1,3,4,5주 일요일, 신정, 설연휴, 추석연휴, 근로자의날",6:00,21:00,9:00,17:00,Y,,"2928.69",,홈페이지+방문,https://sports.yjfmc.or.kr/intro/fac_info_10004.asp?s=4,,경기도 양주시 광적면 광석리 177-1,양주시시설관리공단,031-828-9830,37.813548,126.970713,2021/03/18,"5590000",경기도 양주시
율도근린공원 축구장,율도근린공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,,축구장,방문,http://www.issi.or.kr/park/design/contents.asp?code=1015&left=3,인천광역시 서구 북항로206번길 17,인천광역시 서구 원창동 485-5,인천광역시서구시설관리공단,070-8177-3868,37.5079719,126.6248886,2021/03/12,"3560000",인천광역시 서구
가람 풋살구장,가람 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 화산로 19,울산광역시 북구 화봉동 1471-1,울산광역시 북구 시설관리공단,052-255-5546,35.59427793,129.3651303,2020/01/02,B554046,울산광역시북구시설관리공단
서곶근린공원 축구장,서곶근린공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,,축구장,방문,http://www.issi.or.kr/park/design/contents.asp?code=1010&left=1,인천광역시 서구 서곶로314번길 18,인천광역시 서구 연희동 산42-1,인천광역시서구시설관리공단,070-8177-3868,37.5476964,126.6792819,2021/03/12,"3560000",인천광역시 서구
서곶근린공원 족구장,서곶근린공원,족구장,연중무휴,9:00,18:00,9:00,18:00,N,,,족구장,방문,http://www.issi.or.kr/park/design/contents.asp?code=1010&left=1,인천광역시 서구 서곶로314번길 18,인천광역시 서구 연희동 산42-1,인천광역시서구시설관리공단,070-8177-3868,37.5476964,126.6792819,2021/03/12,"3560000",인천광역시 서구
영강체육공원 족구장,영강체육공원,족구장,연중무휴,6:00,22:00,6:00,22:00,Y,"400","3000",족구장 6면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,054-550-6093,36.60455812,128.2158211,2021/03/22,"5120000",경상북도 문경시
능내근린공원 축구장,능내근린공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,,축구장,방문,http://www.issi.or.kr/park/design/contents.asp?code=1014&left=2,인천광역시 서구 검단로540번길 41,인천광역시 서구 마전동 657-11,인천광역시서구시설관리공단,070-8177-3868,37.60135433,126.6668968,2021/03/12,"3560000",인천광역시 서구
영강체육공원 농구장,영강체육공원,농구장,연중무휴,6:00,22:00,6:00,22:00,N,"200","714",농구장 1면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,054-550-6093,36.60293927,128.2130855,2021/03/22,"5120000",경상북도 문경시
에코실외구장,에코실외구장,축구장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"18690",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4,양주시시설관리공단,031-828-9764,37.89483848,127.0106187,2021/03/18,"5590000",경기도 양주시
에코실외구장,에코실외구장,야구장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"18690",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4,양주시시설관리공단,031-828-9764,37.89483848,127.0106187,2021/03/18,"5590000",경기도 양주시
군민체육공원 인조4구장,군민체육공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7140",,방문+팩스,,,경상남도 합천군 합천읍 합천리 1364-75,경상남도 합천군청,055-930-4933,35.562655,128.170384,2021/04/30,"5480000",경상남도 합천군
군민체육공원 풋살구장,군민체육공원,풋살경기장,연중무휴,9:00,18:00,9:00,18:00,N,,"1125",,방문+팩스,,,경상남도 합천군 합천읍 합천리 1364-75,경상남도 합천군청,055-930-4933,35.562655,128.170384,2021/04/30,"5480000",경상남도 합천군
함벽루체육공원 족구장,함벽루체육공원,족구장,연중무휴,9:00,18:00,9:00,18:00,N,,"165",,방문+팩스,,,경상남도 합천군 합천읍 합천리 168-1,경상남도 합천군청,055-930-4933,35.563239,128.170698,2021/04/30,"5480000",경상남도 합천군
합천야구장 1구장,합천야구장,야구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7722",,방문+팩스,,,경상남도 합천군 합천읍 영창리 898,경상남도 합천군청,055-930-4933,35.580616,128.170516,2021/04/30,"5480000",경상남도 합천군
합천야구장 2구장,합천야구장,야구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7722",,방문+팩스,,,경상남도 합천군 합천읍 영창리 898,경상남도 합천군청,055-930-4933,35.580616,128.170516,2021/04/30,"5480000",경상남도 합천군
영강체육공원 축구장,영강체육공원,축구장,연중무휴,6:00,22:00,6:00,22:00,Y,"400","8000",축구장 1면,인터넷+방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,054-550-6093,36.60392088,128.2153529,2021/03/22,"5120000",경상북도 문경시
영강체육공원 테니스장,영강체육공원,테니스장,연중무휴,6:00,22:00,6:00,22:00,Y,"400","7451",테니스장 10면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,054-550-6093,36.60332672,128.2126446,2021/03/22,"5120000",경상북도 문경시
에코스포츠센터,에코스포츠센터,골프장,"설날,추석,근로자의날매월2,4째주일요일",6:00,21:00,9:00,17:00,Y,,"4052",,방문,https://www.yjfmc.or.kr/sub/content.asp?cIdx=52,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4,양주시시설관리공단,031-828-9764,37.89483848,127.0106187,2021/03/18,"5590000",경기도 양주시
옥정배수지 체육공원,옥정배수지 체육공원,테니스장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"10543",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,,경기도 양주시 고암동 493-94,양주시시설관리공단,031-828-9735,37.8196575,127.0663895,2021/03/18,"5590000",경기도 양주시
옥정배수지 체육공원,옥정배수지 체육공원,풋살경기장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"10543",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,,경기도 양주시 고암동 493-94,양주시시설관리공단,031-828-9735,37.8196575,127.0663895,2021/03/18,"5590000",경기도 양주시
옥정배수지 체육공원,옥정배수지 체육공원,족구장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"10543",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,,경기도 양주시 고암동 493-94,양주시시설관리공단,031-828-9735,37.8196575,127.0663895,2021/03/18,"5590000",경기도 양주시
양주체육복지센터,양주체육복지센터,체육관,"매월 1,3,4,5주 일요일, 신정, 설연휴, 추석연휴, 근로자의날",6:00,22:00,9:00,17:00,Y,,"3689",,홈페이지+방문,https://sports.yjfmc.or.kr/intro/fac_info_10002.asp?s=2,경기도 양주시 화합로1426번길 90(덕정동),경기도 양주시 덕정동 206,양주시시설관리공단,031-828-9813,37.83814235,127.0680351,2021/03/18,"5590000",경기도 양주시
양주체육복지센터,양주체육복지센터,다목적경기장,"매월 1,3,4,5주 일요일, 신정, 설연휴, 추석연휴, 근로자의날",6:00,22:00,9:00,17:00,Y,,"3689",,홈페이지+방문,https://sports.yjfmc.or.kr/intro/fac_info_10002.asp?s=2,경기도 양주시 화합로1426번길 90(덕정동),경기도 양주시 덕정동 206,양주시시설관리공단,031-828-9813,37.83814235,127.0680351,2021/03/18,"5590000",경기도 양주시
실내게이트볼장 배드민턴장,실내게이트볼장,배드맨턴장,설날+추석,6:00,22:00,6:00,22:00,N,,,배드민턴장,방문,http://www.issi.or.kr/park/design/contents.asp?code=1112&left=8,인천광역시 서구 원창로 124,인천광역시 서구 신현동 184-4,인천광역시서구시설관리공단,032-577-9685,37.5169312,126.6628675,2021/03/12,"3560000",인천광역시 서구
중구청소년수련관,중구청소년수련관,체육관,"매월 둘째일요일, 명절공휴일",8:00,22:00,8:00,18:00,Y,"400",,,방문,http://www.j-youth.org,서울특별시 중구 동호로5길 19,서울특별시 중구 신당동 844-1,중구청소년수련관,02-2250-0513,37.551869,127.0125774,2020/02/06,B552067,서울특별시중구시설관리공단
공설운동장,주경기장,축구장,"매월 첫째,셋째 공휴일",9:00,20:00,9:00,20:00,Y,"5000","7140",,직접방문,,전라남도 구례군 구례읍 서시천로 106,,구례군청,061-780-2197,35.2166161,127.4668741,2020/12/16,"4870000",전라남도 구례군
공설운동장,보조경기장,축구장,"매월 첫째,셋째 공휴일",9:00,20:00,9:00,20:00,Y,"500","5856",,직접방문,,전라남도 구례군 구례읍 서시천로 106,,구례군청,061-780-2197,35.2166161,127.4668741,2020/12/16,"4870000",전라남도 구례군
구례실내체육관,구례실내체육관,체육관,"매월 첫째,셋째 공휴일",9:00,20:00,9:00,20:00,Y,"2000","6560",,직접방문,,전라남도 구례군 구례읍 서시천로 76-11,,구례군청,061-780-2197,35.21572405,127.468087,2020/12/16,"4870000",전라남도 구례군
훈련원공원종합체육관,훈련원공원종합체육관,체육관,"둘째, 넷째 월요일",6:00,22:00,6:00,22:00,Y,"400","624",책상3개+의자20개+유무선마이크각1개,방문,https://www.e-junggu.or.kr/new/culturegym/hunlyunwon/introduction.asp,서울특별시 중구 을지로227,서울특별시 중구 을지로5가 40-3,서울특별시 중구시설관리공단,02-2280-8397,37.5656854,127.0037006,2020/02/06,B552067,서울특별시중구시설관리공단
무학봉체육관,무학봉체육관,체육관,"둘째, 넷째 월요일",6:00,22:00,6:00,22:00,Y,"70","591",,방문,https://www.e-junggu.or.kr/new/culturegym/muhakbong/introduction.asp,서울특별시 중구 난계로6길 8,서울특별시 중구 신당동 산12-75,서울특별시 중구시설관리공단,02-2280-8426,37.5622347,127.0245439,2020/02/06,B552067,서울특별시중구시설관리공단
손기정체육센터,손기정체육센터,축구장,"매월 둘째, 넷째주 일요일, (대체)공휴일",7:00,21:00,9:00,18:00,Y,"22","3456",,전화예약,https://www.e-junggu.or.kr/new/culturegym/songijeong/introduction_06.asp,서울특별시 중구 손기정로 101(만리동2가),서울특별시 중구 만리동2가 6-1,서울특별시 중구시설관리공단,02-2280-8450,37.5556694,126.962361,2020/02/06,B552067,서울특별시중구시설관리공단
손기정체육센터,손기정체육센터,테니스장,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:00,18:00,Y,"8","1293",,전화예약,https://www.e-junggu.or.kr/new/culturegym/songijeong/introduction_05.asp,서울특별시 중구 손기정로 101(만리동2가),서울특별시 중구 만리동2가 6-1,서울특별시 중구시설관리공단,02-2280-8450,37.5556694,126.962361,2020/02/06,B552067,서울특별시중구시설관리공단
손기정체육센터,손기정체육센터,체육관,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:00,18:00,Y,"20","113",음향장비,전화예약,https://www.e-junggu.or.kr/new/culturegym/songijeong/rentInfo_02.asp,서울특별시 중구 손기정로 101(만리동2가),서울특별시 중구 만리동2가 6-1,서울특별시 중구시설관리공단,02-2280-8450,37.5556694,126.962361,2020/02/06,B552067,서울특별시중구시설관리공단
손기정체육센터,손기정체육센터,체육관,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:00,18:00,Y,"20","132",음향장비,전화예약,https://www.e-junggu.or.kr/new/culturegym/songijeong/rentInfo_02.asp,서울특별시 중구 손기정로 101(만리동2가),서울특별시 중구 만리동2가 6-1,서울특별시 중구시설관리공단,02-2280-8450,37.5556694,126.962361,2020/02/06,B552067,서울특별시중구시설관리공단
관산체육관,관산체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"80","550","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10005/40003/contents.do,경기도 안산시 단원구 원선로 93(원곡동),경기도 안산시 단원구 원곡동 936,경기도 안산시 안산도시공사,031-414-5544,37.33202,126.801566,2020/05/31,"3930000",경기도 안산시
원시생활체육관,원시생활체육관,배드맨턴장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"80","455","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10049/40041/contents.do,경기도 안산시 단원구 산단로 94(원곡동),경기도 안산시 단원구 원시동 782,경기도 안산시 안산도시공사,031-492-4901,37.304605,126.788056,2020/05/31,"3930000",경기도 안산시
부곡생활체육관,부곡생활체육관,배드맨턴장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",11:00,22:00,10:00,22:00,Y,"80","498","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10046/40038/contents.do,경기도 안산시 상록구 정재로 62(부곡동),경기도 안산시 상록구 부곡동 산40-5,경기도 안산시 안산도시공사,031-407-4901,37.332808,126.868024,2020/05/31,"3930000",경기도 안산시
둔배미체육관,둔배미체육관,배드맨턴장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"100","432","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/11914/40223/contents.do,경기도 안산시 단원구 광덕2로 55(초지동),경기도 안산시 단원구 초지동 723-1,경기도 안산시 안산도시공사,031-487-5674,37.310739,126.816402,2020/05/31,"3930000",경기도 안산시
선부다목적체육관,선부다목적체육관,체육관,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"200",,"냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/11941/40230/contents.do,경기도 안산시 단원구 선부로 96(선부동),경기도 안산시 단원구 선부동 1068,경기도 안산시 안산도시공사,031-8085-7470,37.340909,126.804791,2020/05/31,"3930000",경기도 안산시
장화체육관,장화체육관,배드맨턴장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"100","432","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/11951/40239/contents.do,경기도 안산시 상록구 선진안길 80-5(사동),경기도 안산시 상록구 사동 1502-1,경기도 안산시 안산도시공사,031-502-2791,37.276879,126.847564,2020/05/31,"3930000",경기도 안산시
석문문화스포츠센터,석문문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,21:00,9:00,21:00,Y,"200","324",주차장,"방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-353-9301,37.003798,126.553782,2020/07/01,"5680000",충청남도 당진시
신평문화스포츠센터,신평문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,21:00,9:00,21:00,Y,"100","232","컴퓨터교육실,강당, 도서관","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-362-6641,36.885243,126.762245,2020/07/01,"5680000",충청남도 당진시
신평문화스포츠센터,신평문화스포츠센터,족구장,매주일요일(법정공휴일),9:00,10:00,9:00,21:00,Y,"10","60","컴퓨터교육실,강당, 도서관","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-362-6641,36.885243,126.762245,2020/07/01,"5680000",충청남도 당진시
신평문화스포츠센터,신평문화스포츠센터,테니스장,매주일요일(법정공휴일),6:00,10:00,9:00,21:00,Y,"40",,"컴퓨터교육실,강당, 도서관","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-362-6641,36.885243,126.762245,2020/07/01,"5680000",충청남도 당진시
신평문화스포츠센터,신평문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,10:00,9:00,21:00,Y,"100","835","컴퓨터교육실,강당, 도서관","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-362-6641,36.885243,126.762245,2020/07/01,"5680000",충청남도 당진시
장안2첨단산업단지 공원(2호) 축구장,장안2첨단산업단지 공원(2호),축구장,N,6:00,22:00,6:00,22:00,Y,,"1069",,,,,경기도 화성시 장안면 수촌리 1470-1,화성도시공사,,37.104729,126.848828,2020/05/24,"5530000",경기도 화성시
문경 시민운동장,문경 시민운동장,다목적경기장,"1월1일,설날,추석",9:00,22:00,9:00,22:00,Y,"9513","11350",육상공인2종 경기장,방문,,경상북도 문경시 점고길 15,경상북도 문경시 모전동 415-1,경상북도 문경시청,054-550-6093,36.59321834,128.1874108,2021/03/22,"5120000",경상북도 문경시
문경 실내체육관,문경 실내체육관,체육관,"1월1일,설날,추석",9:00,22:00,9:00,22:00,Y,"1500","1248",다목적경기장,방문,,경상북도 문경시 점고길 10,경상북도 문경시 모전동 524-7,경상북도 문경시청,054-550-6093,36.59613058,128.1870112,2021/03/22,"5120000",경상북도 문경시
문경 야구장,문경 야구장,야구장,연중무휴,9:00,18:00,9:00,18:00,N,"200","20099",야구장 2면,방문,,,경상북도 문경시 영순면 이목리 40,경상북도 문경시청,054-550-6093,36.55421106,128.2890477,2021/03/22,"5120000",경상북도 문경시
군민체육공원 인조2구장,군민체육공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7140",,방문+팩스,,,경상남도 합천군 합천읍 합천리 1364-75,경상남도 합천군청,055-930-4933,35.562655,128.170384,2021/04/30,"5480000",경상남도 합천군
군민체육공원 인조3구장,군민체육공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7140",,방문+팩스,,,경상남도 합천군 합천읍 합천리 1364-75,경상남도 합천군청,055-930-4933,35.562655,128.170384,2021/04/30,"5480000",경상남도 합천군
당진교육문화스포츠센터,당진교육문화스포츠센터,체육관,매주월요일(법정공휴일),6:00,21:00,9:00,21:00,Y,"100","150","주차장, 도서관,매점","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-30,충청남도 당진시 읍내동 232-85,당진시,041-360-6901,36.893869,126.631788,2020/07/01,"5680000",충청남도 당진시
당진교육문화스포츠센터,당진교육문화스포츠센터,체육관,매주월요일(법정공휴일),6:00,21:00,9:00,21:00,Y,,,"주차장, 도서관,매점","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-30,충청남도 당진시 읍내동 232-85,당진시,041-360-6901,36.893869,126.631788,2020/07/01,"5680000",충청남도 당진시
송악문화스포츠센터,송악문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,21:00,9:00,21:00,Y,"100","322","매점, 탁구,당구","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-360-6943,36.907863,126.690937,2020/07/01,"5680000",충청남도 당진시
송악문화스포츠센터,송악문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,21:00,9:00,21:00,Y,,,"매점, 탁구,당구","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-360-6940,36.907863,126.690937,2020/07/01,"5680000",충청남도 당진시
송악문화스포츠센터,송악문화스포츠센터,체육관,매주일요일(법정공휴일),6:00,21:00,9:00,21:00,Y,"400",,"주차장, 음향,조명,냉난방 골프연습장","방문,인터넷(당진시 통합예약시스템)",있음,충청남도 당진시 당진중앙2로 132-31,충청남도 당진시 읍내동 232-63,당진시,041-360-6940,36.907863,126.690937,2020/07/01,"5680000",충청남도 당진시
옥정체육공원,옥정체육공원,축구장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"52816",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 회천로 281(고암동),경기도 양주시 고암동 299,양주시시설관리공단,031-828-9735,37.82801031,127.0709155,2021/03/18,"5590000",경기도 양주시
옥정체육공원,옥정체육공원,농구장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"52816",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 회천로 281(고암동),경기도 양주시 고암동 299,양주시시설관리공단,031-828-9735,37.82801031,127.0709155,2021/03/18,"5590000",경기도 양주시
옥정체육공원,옥정체육공원,배드맨턴장,"신정, 설연휴, 추석연휴",6:00,22:00,6:00,22:00,Y,,"52816",,홈페이지,https://www.yjfmc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 회천로 281(고암동),경기도 양주시 고암동 299,양주시시설관리공단,031-828-9735,37.82801031,127.0709155,2021/03/18,"5590000",경기도 양주시
신트리공원 농구장,신트리공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"58595","테니스장, 농구장",,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부평동 891,인천광역시 부평구청,032-509-6443,37.506581,126.723639,2021/03/25,"3540000",인천광역시 부평구
대촌공원 농구장,대촌공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"12502","농구장, 배드민턴장",,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 502-16,인천광역시 부평구청,032-509-6443,37.497279,126.7397023,2021/03/25,"3540000",인천광역시 부평구
방촌공원 농구장,방촌공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"11501",배드민턴장,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 500-7,인천광역시 부평구청,032-509-6443,37.497808,126.739015,2021/03/25,"3540000",인천광역시 부평구
동면체육관,동면체육관,체육관,매주 토·일요일,9:00,22:00,9:00,22:00,Y,"200","630",,방문.전화,,충청남도 천안시 동남구 동면 동산1길 63,,충청남도 천안시청,041-521-4801,36.7787084,127.3488548,2020/10/24,"4490000",충청남도 천안시
청운공원 농구장,청운공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"15587",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 499-6,인천광역시 부평구청,032-509-6443,37.50297072,126.742765,2021/03/25,"3540000",인천광역시 부평구
신궁동공원 농구장,신궁동공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"2551",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 496-12,인천광역시 부평구청,032-509-6443,37.504618,126.739287,2021/03/25,"3540000",인천광역시 부평구
부이공원 농구장,부이공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"5590",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 514,인천광역시 부평구청,032-509-6443,37.489931,126.739642,2021/03/25,"3540000",인천광역시 부평구
