야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
홍천 무네미 별마루 관광농원,야영장,37.804408,128.2254515,강원도 홍천군 내면 수유동길 635,강원도 홍천군 내면 방내리 산 1289-5,000-0000-0000,4,4,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
J캠핑장,야영장,37.79044562,128.4297517,강원도 홍천군 내면 소한동길 301,강원도 홍천군 내면 창촌리 786,033-433-8529,17,50,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
양평꿈의마을오토캠핑장,자동차야영장,37.55791938,127.7221872,경기도 양평군 청운면 황정2길 98-9,경기도 양평군 청운면 용두리 209,000-000-0000,34,136,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
와글와글캠핑스토리 캠프산음,자동차야영장,37.5999099,127.6055657,경기도 양평군 단월면 석산로 837,경기도 양평군 단월면 산음리 595,031-772-4707,14,56,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
산울림관광농웜,자동차야영장,37.39279397,127.7610951,경기도 양평군 양동면 불개터길 65-19,경기도 양평군 양동면 삼산리 852-14,000-000-0000,50,200,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
북캠프,야영장,36.51468425,126.9909394,충청남도 공주시 신풍면 영정길 155-3,,041-000-0000,19,76,화장실+취사장+샤워장,소화기,041-840-8088,공주시청,2020-01-28,6440000,충청남도
숲속의야영장,자동차야영장,37.542032,127.468091,경기도 양평군 옥천면 사기점길 49-15,경기도 양평군 옥천면 신복리 432-1,000-000-0000,56,280,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
농사체험자동차야영장,자동차야영장,33.44863235,126.9201182,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 116,,064-782-1727,15,60,공동취사장. 화장실. 샤워실 등,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
제주캠핑카라반,자동차야영장,33.33055522,126.8377285,제주특별자치도 서귀포시 표선면 표선백사로 176,,064-787-8202,15,60,관리동. 공동화장실,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
돌고래하우스,자동차야영장,33.23272836,126.4994698,제주특별자치도 서귀포시 이어도로 826-58(강정동),,064-739-7704,4,16,관리동(주택),모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
원앙캠핑장,자동차야영장,33.3004184,126.5842033,제주특별자치도 서귀포시 돈내코로 120(상효동),,064-762-2314,6,24,관리동. 편의점 등,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
캠파제주,자동차야영장,33.2985026,126.6019699,제주특별자치도 서귀포시 516로 574-23(상효동),,064-767-1253,8,32,샤워실. 화장실. 카페 등,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
쇠소깍오토파크,자동차야영장,33.24954056,126.6145061,제주특별자치도 서귀포시 칠십리로 638(하효동),,064-762-1155,12,48,관리동,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
서건도카라반,자동차야영장,33.2325088,126.5002348,제주특별자치도 서귀포시 이어도로 826-51(강정동),,064-739-8012,15,60,관리동. 휴게음식점,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
작은바람언덕,자동차야영장,33.27647421,126.7101614,제주특별자치도 서귀포시 남원읍 태위로 592,,000-0000-0000,2,8,관리동(주택),모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
제주파인비치 카라반,자동차야영장,33.2875595,126.7489917,제주특별자치도 서귀포시 남원읍 태위로 976-10,,064-764-2918,6,24,관리동. 화장실,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
팜핑제주,자동차야영장,33.26912001,126.4728976,제주특별자치도 서귀포시 중산간서로400번길 107(도순동),,064-760-1060,7,28,관리동,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
서귀포호텔 카라반 캠핑장,자동차야영장,33.2719316,126.3938296,제주특별자치도 서귀포시 상예로 289(상예동),,064-738-0123,20,80,관리동,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
어라운드폴리캠프,자동차야영장,33.41489774,126.835929,제주특별자치도 서귀포시 성산읍 서성일로 431,,064-783-6226,17,68,관리동 등,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
동광농촌체험휴양마을,야영장,33.3066059,126.3374721,제주특별자치도 서귀포시 안덕면 동광로 107,,064-794-2298,10,40,공동화장실. 관리동. 대피소 등,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
서귀포자연휴양림야영장,야영장,33.3116678,126.4587607,제주특별자치도 서귀포시 1100로 882(대포동),,064-784-7314,40,160,공동화장실 등,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
중문진실캠핑장,야영장,33.2526783,126.4184383,제주특별자치도 서귀포시 천제연로 132(중문동),,064-739-1036,24,96,관리동,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
최남단글램핑,야영장,33.2117827,126.2559248,제주특별자치도 서귀포시 대정읍 최남단해안로 113,,064-794-9725,5,20,공동취사시설. 샤워실 등,모두구비,064-760-2862,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
햇살정원 제주캠핑민박,야영장,33.240427,126.6083091,제주특별자치도 서귀포시 보목포로65번길 6(보목동),,000-0000-0000,4,16,공동화장실. 샤워실. 관리동 등,모두구비,064-760-2864,서귀포시 관광진흥과,2019-05-31,6520000,제주특별자치도 서귀포시
사촌해수욕장야영장,야영장,34.74349244,127.8563716,경상남도 남해군 남면 남면로1229번길 44,경상남도 남해군 남면 임포리 1173-1번지,000-0000-0000,30,120,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",055-860-8605,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
산장관광지,야영장,37.7541277,127.4106146,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 산74-5 외 1필지,031-8078-8057,47,188,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
네스트캠핑장,야영장,37.936248,127.5413578,경기도 가평군 북면 화악산로 943-50,경기도 가평군 북면 화악리 750외 2필지,000-0000-0000,16,64,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
힐링가평오토캠핑장,야영장,37.7568548,127.4035599,경기도 가평군 상면 청군로 316,경기도 가평군 상면 덕현리 159-12외 4필지,000-0000-0000,9,36,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
올래 캠핑장,야영장,37.597846,127.4989179,경기도 가평군 설악면 어비산길 203,경기도 가평군 설악면 가일리 33,000-0000-0000,5,20,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
산으로 간 니모 캠핑장,야영장,37.8546162,127.3971225,경기도 가평군 조종면 연인산로 670-321,경기도 가평군 조종면 마일리 71,000-0000-0000,7,28,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
아담펜션&캠핑장,야영장,37.865937,127.556516,경기도 가평군 가평읍 당목가일길 410-68,경기도 가평군 가평읍 개곡리 382-3,000-0000-0000,7,14,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
킨텍스캠핑장,야영장,37.66312668,126.7396932,경기도 고양시 일산서구 킨텍스로 217-25,경기도 고양시 일산서구 대화동 2720,031-913-1700,86,350,전기시설+샤워실+개수시설+화장실,소화기+방화수+CCTV+방송시설,031-8075-3405,경기도 고양시청,2019-02-23,3940000,경기도 고양시
둥글이네,야영장,37.66243339,126.9489355,경기도 고양시 덕양구 북한산로 387번길 45-12,경기도 고양시 덕양구 지축동 153,02-386-3638,6,30,매점+ 샤워실+개수시설+화장실,소화기+CCTV+방송시설,031-8075-3405,경기도 고양시청,2019-02-23,3940000,경기도 고양시
오글오글오토캠핑장,야영장,35.76070621,129.0624914,경상북도 경주시 산내면 문복로 1637-32,경상북도 경주시 산내면 내일리 991-2,000-0000-0000,4,48,화장실 등,소화기 등,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
어썸타운,야영장,37.72357137,126.8673611,경기도 고양시 덕양구 내유길 178-1,경기도 고양시 덕양구 내유동 15-3,031-965-5999,8,32,매점+ 샤워실+개수시설+화장실,소화기+화재감지기+CCTV+방송시설,031-8075-3405,경기도 고양시청,2019-02-23,3940000,경기도 고양시
땅끝오토캠핑장,야영장,34.3097318,126.5200053,전라남도 해남군 송지면 갈산길 25-5,전라남도 해남군 송지면 송호리 산14-1,061-534-0830,65,258,취사시설1동+화장실2동+샤워장2동+음수대3+테이블+바베큐장,소화기+확성기,061-530-5544,해남군청,2019-06-19,4930000,전라남도 해남군
홍천동산펜션오토캠핑장,야영장,37.63979851,127.8515138,강원도 홍천군 홍천읍 높은터로 332,강원도 홍천군 홍천읍 장전평리 868-3,033-3560-7778,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
코코비발디 캠핑장,야영장,37.66629255,127.6026881,강원도 홍천군 서면 가일길 56,강원도 홍천군 서면 중방대리 419,033-434-4455,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
휴양빌리지 가온,야영장,37.64356339,127.619976,강원도 홍천군 서면 한서로 1304,강원도 홍천군 서면 중방대리 28,033-433-9942,20,80,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
해솔캠핑장,야영장,37.8067015,128.0784089,강원도 홍천군 내촌면 논골길 91,강원도 홍천군 내촌면 답풍리 247-4,033-430-2471,12,48,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
칡소폭포 캠핑장,야영장,37.82330925,128.4536588,강원도 홍천군 내면 을수길 27,강원도 홍천군 내면 광원리 551-5,033-435-0303,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
휘게리 잣나무숲 캠핑장,야영장,37.73544324,128.0849478,강원도 홍천군 화촌면 응골길 83,강원도 홍천군 화촌면 장평리 산 88-3,1644-9565,6,18,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
늘편한캠핑장,야영장,37.86797942,128.1008485,강원도 홍천군 두촌면 협성길 44-45,강원도 홍천군 두촌면 괘석리 421-1,033-432-3005,13,60,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
DMZ 마루 캠핑,야영장,38.1349402,127.0192857,경기도 연천군 중면 군중로 399,경기도 연천군 중면 삼곶리 317-3,031-833-0000,27,10,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
석장리미술관 카라반,야영장,38.05428644,126.9180746,경기도 연천군 백학면 백왕로 225번길 240-1,경기도 연천군 백학면 석장리 875-16,031-833-0000,23,76,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
숲속의 쉼터,야영장,37.969242,127.0293937,경기도 연천군 전곡읍 양원로268번길 83,경기도 연천군 전곡읍 양원리 203,031-833-0000,31,64,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
에브라임캠핑장,야영장,38.15908781,127.1046343,경기도 연천군 신서면 연신로 866,경기도 연천군 신서면 도신리 786-7,031-833-0000,10,160,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
힐링카라반,야영장,37.99221197,126.8906443,경기도 연천군 장남면 장백로330번길 46-101,경기도 연천군 장남면 원당리 385-8,031-833-0000,2,48,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
장남동산농원,야영장,37.97069095,126.8911178,경기도 연천군 장남면 술이홀로63번길 41-17,경기도 연천군 장남면 원당리 700-2,031-833-0000,33,32,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
다솔관광농원,야영장,38.0368886,126.9567187,경기도 연천군 미산면 청정로918번길 123,경기도 연천군 미산면 광동리 38,031-833-0000,50,16,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
로얄카바나,야영장,38.0635065,127.1014761,경기도 연천군 연천읍 현문로 339-10,경기도 연천군 연천읍 고문리 420-1,031-834-8383,29,64,전기시설+상하수도시설,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
연천재인폭포오토캠핑장,자동차야영장,38.0638787,127.1252212,경기도 연천군 연천읍 현문로 580,경기도 연천군 연천읍 고문리 110-2,031-834-7271,8,500,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
연천 한여울팜파크 글램핑장,야영장,38.06575472,127.1219044,경기도 연천군 연천읍 현문로 537,경기도 연천군 연천읍 고문리 산36,031-834-8999,1,10,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
YC글램핑,야영장,38.0382759,126.9660222,경기도 연천군 미산면 청정로 1049,경기도 연천군 미산면 백석리 산68-1,031-833-0000,4,48,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
사나래글램핑장,야영장,38.0906861,127.000538,경기도 연천군 왕징면 군왕로 181,경기도 연천군 왕징면 북삼리 209-2,031-833-5449,1,72,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
알멕스랜드 캠핌장,야영장,38.07510079,127.0070023,경기도 연천군 왕징면 왕산로218번길 25-100,경기도 연천군 왕징면 무등리 161,031-833-5901,125,10,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
랩도그빌,야영장,38.00819035,127.0885375,경기도 연천군 청산면 청창로200번길 33,경기도 연천군 청산면 대전리 406,031-833-0000,1,10,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
세계 캠핑체험존,야영장,38.00737481,127.0621336,경기도 연천군 전곡읍 선사로 123,"경기도 연천군 전곡읍 전곡리 705, 705-1, 705-2",031-835-7100,5,60,전기시설+상하수도시설+샤워실,소화기+대피공간,031-839-2148,경기도 연천군청,2019-09-24,4140000,경기도 연천군
침벽캠핑장,야영장,36.62815257,129.0881978,경상북도 영양군 영양읍 영양로 1154-35,경상북도 영양군 영양읍 감천리 686번지,000-0000-0000,10,100,상하수도+화장실+취사시설+샤워실,소화기+방송장비,054-680-6411,경상북도 영양군청,2019-09-30,5170000,경상북도 영양군
국립검마산자연휴양림,야영장,36.7451758,129.2340024,경상북도 영양군 수비면 검마산길 191,경상북도 영양군 수비면 신원리 산26번지,054-682-9009,30,300,상하수도+화장실+취사시설+샤워실,소화기+방송장비,054-682-9009,국립자연휴양림관리소 남부지역팀 검마산자연휴양림,2019-09-30,5170000,경상북도 영양군
수비별빛캠핑장,야영장,36.79132479,129.2646587,경상북도 영양군 수비면 본신로 213,경상북도 영양군 수비면 수하리 653번지,000-0000-0000,6,60,상하수도+화장실+취사시설+샤워실,소화기+방송장비,054-680-6411,경상북도 영양군청,2019-09-30,5170000,경상북도 영양군
영양군청소년수련원 캠핑장,야영장,36.83839477,129.2694224,경상북도 영양군 수비면 반딧불이로 227,경상북도 영양군 수비면 수하리 240,054-680-5323,37,200,"샤워실, 화장실, 급수대",소화기+방송장비,054-680-5323,영양군생태공원사업소,2019-09-30,5170000,경상북도 영양군
두곡해수욕장아영장,야영장,34.76832913,127.9073989,경상남도 남해군 남면 남면로111번길 95,경상남도 남해군 남면 당항리 535-11번지,055-862-8564,12,48,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",055-860-8605,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
정읍시 내장산국민여가캠핑장,자동차야영장,35.5255969,126.8961462,전라북도 정읍시 내장산로 390,전라북도 정읍시 부전동 1004,063-538-7955,82,480,화장실+취사장+샤워장,소화기+확성기 등 방송장비+안전게시물+관리요원,063-539-5236,정읍시청 관광과,2020-01-31,4690000,전라북도 정읍시
내장산국립공원 내장야영장,야영장,35.49858168,126.9179068,"전라북도 정읍시 내장산로 800 (내장동, 내장산야영장)",전라북도 정읍시 내장동 92-2,063-538-7875,70,420,샤워장+화장실+취사실 등,소화기+확성기 등 방송장비+안전게시물+관리요원,063-538-7875,국립공원내장산관리사무소,2020-01-31,4690000,전라북도 정읍시
세라핌캠프,야영장,37.5949492,127.5455679,경기도 가평군 설악면 묵안로 626-17,"경기도 가평군 설악면 설곡리 730-1, 730-36",000-0000-0000,23,92,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
솔바람캠핑장,야영장,37.9040548,127.3745892,경기도 가평군 조종면 명지산로 337-62,"경기도 가평군 조종면 상판리 481-1, 481-2",031-585-1716,37,148,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
리아트파크청평원,야영장,37.7000776,127.3953755,경기도 가평군 청평면 북한강로 2060-13,경기도 가평군 청평면 삼회리 185-8,031-932-8188,7,28,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
하늘숲캠핑장,야영장,37.77676923,127.50929,경기도 가평군 가평읍 호반로 2092,경기도 가평군 가평읍 이화리 93,031-582-9305,29,116,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
별드림캠핑장,야영장,37.8725118,127.565106,경기도 가평군 가평읍 당목가일길 515,경기도 가평군 가평읍 개곡리 198-1,000-0000-0000,12,48,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
하늘숲글램핑,야영장,37.904449,127.5620281,경기도 가평군 북면 화악산로 254-38,경기도 가평군 북면 소법리 152-4,000-0000-0000,31,124,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
가평사과나무캠핑장,야영장,37.7896507,127.3581443,경기도 가평군 상면 항사리 427-5,경기도 가평군 상면 항사리 427-5,000-0000-0000,8,32,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
이지캠핑장,야영장,37.6949657,127.460193,경기도 가평군 설악면 유명로 2110,경기도 가평군 설악면 회곡리 371,000-0000-0000,30,120,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
남이섬힐링캠핑장,야영장,37.77227523,127.5361092,경기도 가평군 가평읍 북한강변로 516,경기도 가평군 가평읍 금대리 303-2,031-271-0406,8,32,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
리버뷰캠핑장,야영장,37.74051868,127.4999426,경기도 가평군 가평읍 상지로 949,경기도 가평군 가평읍 복장리 580-3,000-0000-0000,15,60,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
펠리즈글램핑,야영장,37.74679806,127.5252871,경기도 가평군 가평읍 북한강변로 154,경기도 가평군 가평읍 금대리 583-2,000-0000-0000,5,20,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
해간도캠핑장,야영장,34.86743708,128.4681885,경상남도 통영시 용남면 해간길 55,경상남도 통영시 용남면 장평리 1119,000-0000-0000,12,48,샤워실+화장실+취사시설,소화기+CCTV+비상용조명등,055-650-0515,통영시청 관광과,2020-03-27,5330000,경상남도 통영시
통영 편백숲길 관광농원,야영장,34.83854825,128.3900693,경상남도 통영시 천대국치길 297-10,경상남도 통영시 인평동 576,000-000-0000,9,40,샤워실+화장실+취사시설,소화기+확성기+스피커+안내표지판,055-650-0515,통영시청 관광과,2020-03-27,5330000,경상남도 통영시
항도야영장,야영장,34.741599,128.048123,경상남도 남해군 송정리 355-20,경상남도 남해군 미조면 송정리 355-20번지,055-867-2167,6,24,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",055-860-8605,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
국립남해편백자연휴양림,야영장,34.7521356,128.020154,경상남도 남해군 삼동면 금암로 658,경상남도 남해군 삼동면 봉화리 2154-2번지,055-867-7881,20,80,"화장실, 샤워실","소화기, CCTV, 방송장비 안전게시물, 대피공간, 관리요원",055-860-8605,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
보물섬캠핑장,야영장,34.744533,127.860828,경상남도 남해군 남면 남면로1229번길 10-34,경상남도 남해군 남면 선구리 1060-1번지,000-0000-0000,28,112,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",055-860-8605,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
병목안캠핑장,야영장,37.38265998,126.9103876,경기도 안양시 만안구 병목안로247번길 37,경기도 안양시 만안구 안양9동 1108-6,031-469-8642,50,200,화장실+샤워장+취사장+쓰레기분리수거장+개수대(3개소),과속방지턱+차량가드레일+소화기(60개)+소화전(1개소),031-469-8642,안양도시공사,2019-09-16,3830000,경기도 안양시
캠프아이엔지,자동차야영장,35.96909658,129.2525277,경상북도 경주시 강동면 호명큰골길 47,경상북도 경주시 강동면 호명리 18,000-0000-0000,28,100,화장실 등,소화기 등,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
경주힐링캠프,야영장,35.81578599,129.0407402,경상북도 경주시 산내면 장사길 418-53,경상북도 경주시 산내면 감산리 1456,000-0000-0000,4,60,화장실 등,소화기 등,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
오베르네 캠핑,야영장,35.72440081,129.4157428,경상북도 경주시 양남면 석읍한티길 86-34,경상북도 경주시 양남면 석읍리 23,000-0000-0000,6,24,화장실 등,소화기 등,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
별빛마루글램핑 캠핑장,야영장,35.92233255,129.2939052,경상북도 경주시 천북면 새터흥림길 1-75,경상북도 경주시 천북면 화산리 91-3,054-774-5353,14,100,화장실 등,소화기 등,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
푸른숲캠핑장,야영장,37.596905,127.4946929,경기도 가평군 설악면 유명산길 61-108,경기도 가평군 설악면 가일리 211-1,000-0000-0000,12,48,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
아침고요오토캠핑장,야영장,37.7474921,127.3591287,경기도 가평군 상면 임초밤안골로 306,"경기도 가평군 상면 임초리 623, 624-6",000-0000-0000,25,100,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
은빛물결캠핑장,야영장,37.8190608,127.3577021,경기도 가평군 조종면 대보간선로 33-20,경기도 가평군 조종면 대보리 412-4,000-0000-0000,18,72,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
국립유명산자연휴양림,야영장,37.5928839,127.4920842,경기도 가평군 설악면 유명산길 79-53,경기도 가평군 설악면 가일리 산35 외 1필지,031-589-5487,92,368,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
호명산캠프,야영장,37.74468297,127.4455688,경기도 가평군 청평면 우무내길 169,경기도 가평군 하천리 119-23,031-584-5552,40,160,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
캠핑어클락,야영장,37.847206,127.3775488,경기도 가평군 조종면 연인산로474번길 27,경기도 가평군 조종면 마일리 370-3,031-585-3509,20,80,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
클럽레드존캠핑장,자동차야영장,37.7600198,127.5410009,경기도 가평군 가평읍 북한강변로 360-69,경기도 가평군 가평읍 금대리 49-4,000-0000-0000,16,64,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
국립유명산자연휴양림,자동차야영장,37.5900484,127.4904355,경기도 가평군 설악면 유명산길 79-156,경기도 가평군 설악면 가일리 산58-1,031-589-5487,20,80,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
토토큰바위 야영장,자동차야영장,37.9617905,127.5280706,경기도 가평군 북면 화악산로 1246,경기도 가평군 북면 화악리 1017-1번지,031-581-1979,25,100,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
자라섬캠핑장,자동차야영장,37.820905,127.5208312,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 27-14,031-8078-8028,334,1336,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
향기로운추억캠핑장,야영장,37.75310849,127.5356653,경기도 가평군 가평읍 북한강변로 274,경기도 가평군 가평읍 금대리 102-2외 1필지,000-0000-0000,17,68,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
또올래캠핑장,야영장,37.9746589,127.4475795,경기도 가평군 북면 가화로 2745-70,경기도 가평군 북면 적목리 119외 3필지,000-0000-0000,30,120,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
